KAMEHAMEHA HWY & NUI AVE
KAMEHAMEHA HWY & NUKUWAI PL
KAMEHAMEHA HWY & OHELOKAI RD
KAMEHAMEHA HWY & OOPUOLA ST
KAMEHAMEHA HWY & OPAEULA RD
KAMEHAMEHA HWY & PAALAA RD
KAMEHAMEHA HWY & PAALAA UKA PUPUKEA RD
KAMEHAMEHA HWY & PAHIA RD
KAMEHAMEHA HWY & PAHOE RD
KAMEHAMEHA HWY & PAIEA ST
KAMEHAMEHA HWY & PAKELO PL
KAMEHAMEHA HWY & PALEKA RD
KAMEHAMEHA HWY & PALI HWY
KAMEHAMEHA HWY & PALI MOMI ST
KAMEHAMEHA HWY & PAPAILOA RD
KAMEHAMEHA HWY & PAUMALU PL
KAMEHAMEHA HWY & PELTIER AVE
KAMEHAMEHA HWY & PIPILANI PL
KAMEHAMEHA HWY & PLANTATION RD
KAMEHAMEHA HWY & POHAKU LOA WAY
KAMEHAMEHA HWY & POHUEHUE RD
KAMEHAMEHA HWY & POKIWAI PL
KAMEHAMEHA HWY & POLINALINA RD
KAMEHAMEHA HWY & PUA INIA ST
KAMEHAMEHA HWY & PUAHUULA PL
KAMEHAMEHA HWY & PUAKENIKENI RD
KAMEHAMEHA HWY & PUALALEA ST
KAMEHAMEHA HWY & PUHULI ST
KAMEHAMEHA HWY & PUKEA RD
KAMEHAMEHA HWY & PULAMA RD
KAMEHAMEHA HWY & PUNALAU PL
KAMEHAMEHA HWY & PUNALUU VALLEY RD
KAMEHAMEHA HWY & PUPUKEA RD
KAMEHAMEHA HWY & PUU MOMI ST
KAMEHAMEHA HWY & PUU PONI ST
KAMEHAMEHA HWY & PUUHALE RD
KAMEHAMEHA HWY & PUULA RD
KAMEHAMEHA HWY & PUULOA RD
KAMEHAMEHA HWY & PUULUANA ST
KAMEHAMEHA HWY & RADFORD DR
KAMEHAMEHA HWY & RODGERS BLVD
KAMEHAMEHA HWY & SALT LAKE BLVD
KAMEHAMEHA HWY & SAND RD
KAMEHAMEHA HWY & SANTOS DUMONT AVE
KAMEHAMEHA HWY & TROUT FARM RD
KAMEHAMEHA HWY & TUTU ST
KAMEHAMEHA HWY & TWIN BRIDGE RD
KAMEHAMEHA HWY & VALKENBURGH ST
KAMEHAMEHA HWY & WAHINEPEE ST
KAMEHAMEHA HWY & WAIAHOLE HMSTD RD
KAMEHAMEHA HWY & WAIAHOLE VALLEY RD
KAMEHAMEHA HWY & WAIALUA BEACH RD
KAMEHAMEHA HWY & WAIAWA RD
KAMEHAMEHA HWY & WAIHAU ST
KAMEHAMEHA HWY & WAIHEE RD
KAMEHAMEHA HWY & WAIHONA ST
KAMEHAMEHA HWY & WAIKALANI DR
KAMEHAMEHA HWY & WAIKALUA RD
KAMEHAMEHA HWY & WAIKANE VALLEY RD
KAMEHAMEHA HWY & WAIKULAMA ST
KAMEHAMEHA HWY & WAILEHUA RD
KAMEHAMEHA HWY & WAIMANO HOME RD
KAMEHAMEHA HWY & WAIMEA VALLEY RD
KAMEHAMEHA HWY & WAIPAHU ST
KAMEHAMEHA HWY & WAIPAHU ST EXIT
KAMEHAMEHA HWY & WAIPAHU ST EXT
KAMEHAMEHA HWY & WAIPIO UKA ST
KAMEHAMEHA HWY & WEED CIR
KAMEHAMEHA HWY & WEHIWA PL
KAMEHAMEHA HWY & WHITMORE AVE
KAMEHAMEHA HWY & WILIKINA DR
KAMEHAMEHA HWY & WILLIAM HENRY RD
KAMEHAMEHA HWY / PALI HWY
KAMEHAMEHA HWY / PUUPONI
KAMEHAMEHA HWY / WHITMORE AVE
KAMEHAMEHA IV RD & KEHA PL
KAMEHAMEHA IV RD & KILOHI ST
KAMEHAMEHA IV RD & KINI PL
KAMEHAMEHA IV RD & KINO ST
KAMEHAMEHA IV RD & LAKOLOA PL
KAMEHAMEHA IV RD & LIKELIKE HWY
KAMEHAMEHA IV RD & N KING ST
KAMEHAMEHA IV RD & N SCHOOL ST
KAMEHAMEHA IV RD & OMILO LN
KAMEHAMEHA IV RD & OWENE LN
KAMEHAMEHA IV RD & PALENA ST
KAMEHAMEHA IV RD & ROSE ST
KAMEHAMEHA IV / LIKELIKE
KAMEHAMEHA IV / SCHOOL
KAMEHAMEHA KAN BND F / HPU
KAMEHAMEHA KBAY
KAMEHAMEHA KILIHAU
KAMEHAMEHA KIPAPA GULCH
KAMEHAMEHA MCGREW WB
KAMEHAMEHA N OF KAMEHAMEHAANANUI
KAMEHAMEHA N OF WAIKALANI
KAMEHAMEHA N / LUMIAINA
KAMEHAMEHA NB AFTER WHITMORE
KAMEHAMEHA NB B4 H3E OFF
KAMEHAMEHA NB BA4 HPD
KAMEHAMEHA NB COFFEE
KAMEHAMEHA NB H2 OP
KAMEHAMEHA NB LANIKUHANA
KAMEHAMEHA NB N OF LEILEHUA GC
KAMEHAMEHA NB N WAIKALANI
KAMEHAMEHA NB ONTO H3W
KAMEHAMEHA NB S LUMIAUAU
KAMEHAMEHA NB WILSON BRIDGE
KAMEHAMEHA NB / B4 LANI
KAMEHAMEHA NB / KIPAPA BRIDGE
KAMEHAMEHA NB / SHELL
KAMEHAMEHA NB / WAH SIDE BYPASS
KAMEHAMEHA NB / WAIKALANI
KAMEHAMEHA NB / WHITMORE
KAMEHAMEHA NBND AFTER H2OP
KAMEHAMEHA ONTO H1E PH
KAMEHAMEHA ONTO H1W D3
KAMEHAMEHA ONTO H1W D5
KAMEHAMEHA ONTO H2N
KAMEHAMEHA ONTO H2N PC
KAMEHAMEHA ONTO H2N WAIAWA
KAMEHAMEHA ONTO H2S
KAMEHAMEHA ONTO H2SB WAHIAWA
KAMEHAMEHA ONTO H3E  &  H3E FWY
KAMEHAMEHA ONTO H3E HALEKOU
KAMEHAMEHA ONTO MFE AIEA
KAMEHAMEHA ONTO NIMITZ
KAMEHAMEHA OP ABV H1
KAMEHAMEHA PASS WHITMORE
KAMEHAMEHA PED OP
KAMEHAMEHA PRI WAIPAHU OP
KAMEHAMEHA PRIOR WAIMANO HM
KAMEHAMEHA S  /  H3 UP
KAMEHAMEHA S  /  WAIPAHU EXT
KAMEHAMEHA S BND
KAMEHAMEHA SB  /  PRIOR H3
KAMEHAMEHA SB ABV JP LEONG
KAMEHAMEHA SB B4 KIPAPA ST
KAMEHAMEHA SB B4 PC WAIPAHU OFF
KAMEHAMEHA SB KA UKA
KAMEHAMEHA SB MI 1 / 2 S OF JP LEONG
KAMEHAMEHA SB ONTO H3W
KAMEHAMEHA SB S WAIPAHU
KAMEHAMEHA SB WAIPAHU
KAMEHAMEHA SB / KIPAPA
KAMEHAMEHA STATUE
KAMEHAMEHA TWN BND AFTR KIPAPA GULCH
KAMEHAMEHA W BND /  PALI MOMI
KAMEHAMEHA WAH BND B4 ARMOURY
KAMEHAMEHA WB  /  PUUPONI
KAMEHAMEHA WB  /  TACO  BELL
KAMEHAMEHA WB E PUULOA
KAMEHAMEHA WB GOODYEAR
KAMEHAMEHA WB POWER PLANT
KAMEHAMEHA WB PRI DIXIE GRILL
KAMEHAMEHA WB PRI WAIMANO HM
KAMEHAMEHA WB WAIMANO
KAMEHAMEHA WB / B4 H1OP
KAMEHAMEHA WB / B4 HM DEPOT
KAMEHAMEHA WB / KAAHUMANU
KAMEHAMEHA WHY / WAIPAHU ST EXT
KAMEHAMEHA WM HENRY
KAMEHAMEHA /  KIPAPA
KAMEHAMEHA /  OVERPASS
KAMEHAMEHA /  ZIPPYS  / 
KAMEHAMEHA / ACACIA
KAMEHAMEHA / ACACIA SBA131
KAMEHAMEHA / ACAICA
KAMEHAMEHA / AHUA
KAMEHAMEHA / AIEA ACCESS OP
KAMEHAMEHA / AUINALAU
KAMEHAMEHA / AVACADO
KAMEHAMEHA / AVOCADO
KAMEHAMEHA / BY LUTHERAN CHURCH
KAMEHAMEHA / CAMP CAITLIN
KAMEHAMEHA / CENTER
KAMEHAMEHA / DILLINGHAM
KAMEHAMEHA / DIXIE GRILL
KAMEHAMEHA / DOLE
KAMEHAMEHA / EB AFTER MIDDLE
KAMEHAMEHA / ELLIOTT
KAMEHAMEHA / FARR
KAMEHAMEHA / H2 OP
KAMEHAMEHA / HALAWA
KAMEHAMEHA / HEKAHA
KAMEHAMEHA / JOSEPH
KAMEHAMEHA / JP LEONG
KAMEHAMEHA / K BAY DR
KAMEHAMEHA / K BAY DRIVE
KAMEHAMEHA / KAHUHIP
KAMEHAMEHA / KAHUHIPA
KAMEHAMEHA / KAKOI
KAMEHAMEHA / KANEOHE BAKERY
KAMEHAMEHA / KAY BAY
KAMEHAMEHA / KBAY
KAMEHAMEHA / KILANI
KAMEHAMEHA / KUALOA
KAMEHAMEHA / LAENANI DR
KAMEHAMEHA / LAGOON
KAMEHAMEHA / LEILEHUA GC
KAMEHAMEHA / LEILEHUA GC RD
KAMEHAMEHA / LELEIHUA GC
KAMEHAMEHA / LIKELIKE
KAMEHAMEHA / LIKELIKE ON
KAMEHAMEHA / MELE
KAMEHAMEHA / MFW
KAMEHAMEHA / MIDDLE
KAMEHAMEHA / MOKULELE
KAMEHAMEHA / N ARMORY
KAMEHAMEHA / NIMITZ / DILL
KAMEHAMEHA / PALEKA
KAMEHAMEHA / POHAKULOA WAY
KAMEHAMEHA / PRI MP
KAMEHAMEHA / PU
KAMEHAMEHA / PUA INIA
KAMEHAMEHA / PUAINIA
KAMEHAMEHA / PUPUKEA
KAMEHAMEHA / PUPUPUHI CHEVRON
KAMEHAMEHA / PUU PONI
KAMEHAMEHA / RADFORD
KAMEHAMEHA / SALT LAKE
KAMEHAMEHA / STADIUM
KAMEHAMEHA / TOYT
KAMEHAMEHA / WAI
KAMEHAMEHA / WAIHEE RD
KAMEHAMEHA / WAIKALANI
KAMEHAMEHA / WAIKALANI NB
KAMEHAMEHA / WAIKALUA
KAMEHAMEHA / WAIMANO
KAMEHAMEHA / WAIMANO HM RD
KAMEHAMEHA / WAIPAHU
KAMEHAMEHA / WAIPIO UKA
KAMEHAMEHA / WALKING BRIDGE
KAMEHAMEHA / WHITMORE
KAMEHAMEHA / WILIKINA
KANE BAY AND KAMEHAMEHA
KEAOLHA / KAMEHAMEHA
KILANI / KAMEHAMEHA
KIPAPA GULCH  /  KAMEHAMEHA
LANI / KAMEHAMEHA
LANIKUHANA / KAMEHAMEHA
LEHUA / KAMEHAMEHA
LEILEHUA GC RD / KAMEHAMEHA
LIKELIKE B4 KAMEHAMEHA
LIKELIKE / KAMEHAMEHA
LIKELIKE / KAMEHAMEHA IV
LIKELIKE / KAMEHAMEHA SC
LIKELIKE / S B KAMEHAMEHA FIELD
MEHEULA / KAMEHAMEHA
MEHEULA / KAMEHAMEHA HWY
MEHEULA / KAMEHAMEHA POST OF
MFE KAMEHAMEHA
MFE STADIUM / KAMEHAMEHA ON
MFW KAMEHAMEHA OFF
MFW KAMEHAMEHA OFF MOANALUA
MIDDLE OFF ONTO KAMEHAMEHA
MIDDLE / KAMEHAMEHA
N H2 FWY & KAMEHAMEHA HWY
N KAMEHAMEHA HWY & KILANI AVE
N KAMEHAMEHA HWY & MAALO ST
ON RAMP KAMEHAMEHA HWY BEND
ON THE OP ON KAMEHAMEHA
ONRAMP KAMEHAMEHA FRM WILIKINA
PALI MAUKA OF KAMEHAMEHA
PRI KAMEHAMEHA / HAIKU
RGHT SHL KAMEHAMEHA SB 1 / 4 MI PAS JP
S KAMEHAMEHA HWY & OHAI ST
S KAMEHAMEHA HWY & OLIVE AVE
S KAMEHAMEHA HWY & WILIKINA DR
SB KAMEHAMEHA  / PAST
SLT LAKE WB PRI KAMEHAMEHA
SV RT SHDR KAMEHAMEHA TWN BND
TIMES KAMEHAMEHA
W H3 FWY & KAMEHAMEHA HWY
WAIAHOLE / KAMEHAMEHA
WAIKALANI LEILEHUA GC ON KAMEHAMEHA
WAIMALU / KAMEHAMEHA
WAIMANO H / KAMEHAMEHA
WAIMANO HOME / KAMEHAMEHA
WAIPAHU / KAMEHAMEHA
WAIPIO UKA / KAMEHAMEHA
WHITMORE / KAMEHAMEHA
WILIKINA / KAMEHAMEHA
ZIPPER LANE B4 KAMEHAMEHA OP
